subj	rel	obj
baby dog	synonym	puppy
leak	agent	oil
predator eat prey	has negative impact on	prey
height	kind of	inherited characteristic
allow	synonym	can
conduct	patient	electricity
new land	structural-adjective	new
same sunlight	structural-noun	sunlight
immature animal	structural-adjective	immature
hum	kind of	sound
quick travel	structural-noun	travel
sea bottom	structural-noun-compound	bottom
record	patient	image
monmouthshire	instance of	county
lizard weight	instance of	weight
rubber eraser	structural-adjective	rubber
insect eat crop	structural-verb	eat
eat insect	agent	insect
cool climate	structural-adjective	cool
crack sidewalk	agent	root
panel	kind of	object
oil leak	structural-agent	oil
similar material	structural-adjective	similar
reflect	instrument	mirror
water vapour	kind of	gas
bee convert nectar	structural-agent	bee
increase value	structural-verb	increase
synthetic material	structural-noun	material
decrease	patient	population
bird eat insect	structural-verb	eat
city	kind of	location
vegetation become peat	instrument	extreme heat
increase	patient	daylight
body system	structural-noun-compound	system
nurse	agent	mammal
move heavy object	structural-patient	heavy object
jump rope	structural-verb	jump
process inhibitor	structural-noun-compound	process
irregular object	structural-adjective	irregular
chimpanzee dig	result	insect
many sleep	result	unhealthy
sterling silver	structural-noun-compound	sterling
dam	patient	river
move	instrument	fin
rock erode	instrument	heat exposure
gram	kind of	mass
protect plant	structural-patient	plant
octopus hide	structural-verb	hide
make	patient	observation
erode soil	has negative impact on	environment
thermal glove	structural-noun-compound	thermal
camouflage	beneficiary	prey
cell respire	result	carbon dioxide
electron microscope	structural-noun-compound	microscope
nottinghamshire	instance of	county
take in	patient	oxygen
earth change	structural-verb	change
melt	instrument	heat
most sunlight	structural-quantifier	most
lose resource	structural-verb	lose
soil erode	instrument	heat exposure
build housing development	instrument	replace animal habitat
support cell	instrument	cell membrane
open clam	instrument	rock
feel	patient	pressure
ice melt	structural-verb	melt
protect	instrument	camouflage
gradual	synonym	slow
examine vehicle	agent	person
prince edward island	structural-noun-compound	edward
perform task	kind of	function
small planet	structural-adjective	small
magnify	result	big
measure	patient	temperature
light color	structural-noun	color
tide	kind of	natural event
object touch	structural-verb	touch
bacterium	kind of	organism
central african republic	structural-noun-compound	central
renewable	antonym	nonrenewable
take in oxygen	structural-verb	take in
solid material	structural-noun	material
complex machine	structural-noun	machine
tadpole	kind of	young frog
climb object	agent	vine
few nutrient	structural-noun	nutrient
low object	structural-adjective	low
prepare storm	structural-patient	storm
lava cool	result	igneous rock
oil leak	structural-verb	leak
determine direction	instrument	compass
turks and caicos islands (uk)	structural-noun-compound	caicos
d e	structural-adjective	d
body part	kind of	inherited characteristic
block light	result	shadow
graduated cylinder	structural-adjective	graduated
unicellular organism	structural-noun	organism
flintshire	instance of	county
recycle resource	structural-patient	resource
shortest	synonym	smallest length
path	kind of	pathway
motion	synonym	kinetic energy
young human	structural-adjective	young
degrees kelvin	synonym	k
cloud	kind of	weather
bird fly south	kind of	migrate
increase strength	structural-verb	increase
centimeters	kind of	distance
control	patient	water
motion	synonym	movement
dark	has negative impact on	photosynthesize
dry	instance of	humidity
find location	structural-verb	find
dog weight	structural-noun-compound	dog
arizona mountain king snake	structural-noun-compound	arizona
republic of ireland	structural-noun-compound	republic
catch prey	structural-verb	catch
monmouthshire	structural-noun-compound	monmouthshire
heilongjiang	instance of	province
drop	patient	object
coyote	kind of	animal
calculate speed	structural-patient	speed
magnet attract	patient	metal
sutherland	instance of	county
thrust	synonym	push
mountain range	structural-noun-compound	mountain
delta	kind of	geologic landform
greatest weight	structural-adjective	greatest
snowshoe hare	structural-noun-compound	snowshoe
consumer eat organism	structural-agent	consumer
measure length	patient	object
change color	structural-patient	color
crop grow	structural-patient	grow
burn	patient	living thing
vehicle operate	instrument	gasoline
stout beardfish	kind of	fish
heat body	structural-verb	heat
seed disperse	structural-verb	disperse
positive impact	synonym	benefit
produce electricity	instrument	tidal energy
big eye	has positive impact on	see
light enter eye	structural-verb	enter
farm crop	structural-patient	crop
celestial body move	kind of	event
clay	kind of	material
great lakes	structural-adjective	great
same	synonym	equal
definite shape	structural-adjective	definite
household appliance	structural-noun-compound	appliance
nanometers	kind of	distance
heat carbon	structural-verb	heat
great altitude	structural-noun	altitude
farmer	kind of	human
run	agent	car engine
weed	kind of	plant
evaporate	result	less water
fossil fuel	structural-noun-compound	fuel
need know	structural-verb	need
greatest size	structural-noun	size
know information	structural-patient	information
be destroyed	synonym	cease to exist
brain control	patient	nervous system
farm crop	result	food
ice crystal	structural-noun-compound	crystal
computer control robot	structural-verb	control
inherited characteristic	antonym	learned characteristic
shine	agent	light
iron nail	structural-noun-compound	iron
less weight	structural-quantifier	less
ground water	structural-noun-compound	ground
eat	patient	poison
open	patient	clam
seasonal change	structural-noun	change
avoid predator	structural-patient	predator
move pedal	structural-patient	pedal
cover	patient	organism remains
pant	agent	animal
pine tree	structural-noun-compound	pine
clear	instance of	weather
high number	structural-noun	number
planet orbit star	structural-verb	orbit
sedimentary rock	kind of	rock
build	patient	tool
boil	result	spread out
dead tree	structural-adjective	dead
refract	result	change appearance
catch fish	structural-verb	catch
absorb heat	structural-verb	absorb
atlantic ocean	kind of	ocean
bowl	kind of	container
drive	patient	vehicle
filament glow	structural-agent	filament
tie back hair	structural-patient	hair
oil and water	structural-noun-compound	water
physical cycle	structural-noun-compound	physical
plant population	structural-noun-compound	plant
lift flag	instrument	pulley
meteoroid impact	structural-verb	impact
fruit	kind of	object
measure volume	structural-verb	measure
balance	patient	ball
eat food	result	increase weight
block	kind of	object
rotting flesh	structural-noun	flesh
die	result	dead
short width	structural-noun	width
break down food	result	energy
lower temperature	structural-noun	temperature
recycle	result	water
push	kind of	motion
temperature change	structural-verb	change
late sunset	structural-noun	sunset
burn	patient	natural gas
south shetland islands (antarctic treaty signatories)	structural-noun-compound	signatories
earth orbit sun	structural-agent	earth
berry	kind of	fruit
power	synonym	provide energy
eat animal	agent	predator
hide	instrument	live underground
animal eat	patient	crop
sun	has negative impact on	eye
break bone	structural-verb	break
plant grow	result	big leaf
reflect light	instrument	tinted lens
sound intensity	structural-noun-compound	intensity
visual depiction	structural-adjective	visual
northern hemisphere	structural-noun-compound	hemisphere
catch	synonym	obtain
bike pedal	structural-noun-compound	bike
transfer thermal energy	structural-verb	transfer
magnetic metals	structural-adjective	magnetic
see small thing	instrument	microscope
destroy environment	structural-verb	destroy
wind move sand	structural-agent	wind
shed	result	lose hair
higher speed	structural-adjective	higher
maintain number	instrument	replace
degrees fahrenheit	synonym	f
sense	patient	warning
nonmagnetic	instance of	magnetism
kincardineshire	structural-noun-compound	kincardineshire
inverness-shire	structural-noun-compound	inverness
be	patient	extinct
absorb sunlight	structural-verb	absorb
daisy	kind of	flower
refrigerator	kind of	appliance
plant grow	instrument	space
shake body	structural-patient	body
transport material	structural-verb	transport
capture food	instrument	spiderweb
similar characteristic	structural-noun	characteristic
norfolk	instance of	county
develop trait	agent	organism
grow	instrument	nutrient
surface feature	structural-noun-compound	feature
filter	kind of	tool
least number	structural-adjective	least
learned behaviour	structural-noun	behaviour
eagle eat rabbit	has negative impact on	rabbit
compress prehistoric animal remains	structural-verb	compress
woodland	synonym	forest
degrees fahrenheit	kind of	temperature
crack	patient	entity
pencil	kind of	object
behavioral adaptation	structural-adjective	behavioral
invent	instrument	new information
tell difference	structural-verb	tell
