subj	rel	obj
vitamin d	structural-noun-compound	vitamin
roam	synonym	move around
sense	kind of	characteristic
sleeping bag	structural-noun-compound	sleeping
robin	kind of	bird
spray	patient	pesticide
recycle plant	structural-verb	recycle
measure time	patient	time interval
solar eclipse	structural-noun-compound	eclipse
eat animal	instrument	kill animal
object	has property	opacity
charles darwin study	patient	animal
wood-free paper	structural-noun	paper
nervous system	kind of	body system
british columbia	instance of	province
metal fork	structural-noun	fork
make object	structural-verb	make
predator population	structural-noun-compound	predator
dispose waste	structural-verb	dispose
light	has property	blue
break down	result	piece
learn information	structural-patient	information
describe size	instrument	size
make happen	structural-verb	make
organism	has property	local
kangaroo drink milk	structural-patient	milk
ferrous metal	has property	cylindrical
tidal range	kind of	vertical distance
magnetism affect	patient	distant object
invent	patient	telephone
ningxia autonomous region	structural-noun-compound	autonomous
high value	structural-quantifier	high
altitude	kind of	measure
electrical insulation	has subcomponent	insulator
protect young bird	structural-verb	protect
hang tongue	structural-verb	hang
surroundings	derivational morphology	surrounding
human eat seed	structural-verb	eat
louis pasteur	structural-noun-compound	loui
add heat	structural-verb	add
water company	structural-noun-compound	company
make sound	structural-patient	sound
bad reaction	structural-adjective	bad
plant light	structural-noun-compound	plant
block sunlight	at location	area
lemon	has subcomponent	odor
resource	has property	renewable
time length	structural-noun-compound	time
pull weed	result	destroy
look	synonym	see
reflect sunlight	agent	moon
boy	kind of	young human
width	has property	greater
automobile	kind of	vehicle
play	instrument	warm temperature
eyeglasses	has subcomponent	lens
tunisia	at location	southern hemisphere
best	synonym	most positive
living organism	structural-noun-compound	living
higher value	structural-adjective	higher
native species	structural-noun	species
belong group	structural-verb	belong
enable	instrument	vehicle
electricity	causes	pollution
earthquake	has property	quick
snake	kind of	animal
assemble	synonym	put together
oxygen	at location	air
stomach acid break down food	structural-verb	break down
very large	structural-adjective	large
organism remains	structural-noun-compound	remains
appalachian mountains	kind of	mountain
affect organism niche	synonym	affect organism
electromagnet	has property	magnetic
short distance	causes	appear large
cook	result	food
measure distance	structural-patient	distance
measure material	structural-verb	measure
water vapour	kind of	moisture
take picture	kind of	observation
cast image	structural-patient	image
inclined plane	structural-noun	plane
rainy	synonym	rain
nuclear reaction	causes	light
paper	kind of	material
person	synonym	human
hard object	has property	high vibration
rabbit	kind of	mammal
delaware	at location	united states of america
less land	structural-noun	land
predator eat animal	structural-patient	animal
high wind speed	structural-noun	wind speed
oil mixed with water	has subcomponent	water
planet rotate	causes	night
compass point	structural-verb	point
ice	has property	cold
rotting meat	structural-noun	meat
skin	kind of	organ
transport nutrient	instrument	artery
bee eat pollen	structural-agent	bee
parent	has subcomponent	inherited characteristic
ice	kind of	solid
puebla	structural-noun-compound	puebla
milliliters	synonym	ml
lead	kind of	element
tennis ball	structural-noun-compound	tennis
create cocoon	structural-patient	cocoon
xinjiang	structural-noun-compound	xinjiang
power plant	structural-noun-compound	power
greater amount	structural-noun	amount
still	antonym	move
high quality soil	structural-adjective	high
decrease population	structural-verb	decrease
kill	result	die
property	synonym	feature
collection	derivational morphology	collect
railroad track	structural-noun-compound	track
decompose	agent	bacteria
warmth	instrument	fat
produce	agent	producer
stay same	antonym	change
degrees celsius	kind of	temperature
anglesey	structural-noun-compound	anglesey
user	kind of	person
point	agent	floating arrow
toward	kind of	direction
island	has subcomponent	beach
alligator eat fish	structural-verb	eat
motion	kind of	event
specialize	agent	cell
jilin	structural-noun-compound	jilin
netherlands	at location	northern hemisphere
fast	kind of	speed
near north pole	structural-adjective	near
breathe	agent	animal
decade	kind of	duration
slow process	structural-adjective	slow
decline	synonym	decrease
sense warning	structural-verb	sense
food chain	has subcomponent	nutrient
east timor	structural-noun-compound	east
plug in	agent	electrical conductor
hong kong	at location	people's republic of china
galileo galilei	structural-noun-compound	galilei
bone cell	structural-noun-compound	cell
control robot	agent	computer
south orkney islands (antarctic treaty signatories)	structural-noun-compound	antarctic
push bone	structural-patient	bone
saint kitts and nevis	at location	northern hemisphere
celestial object	structural-adjective	celestial
observe celestial object	structural-patient	celestial object
bird eat insect	structural-patient	insect
skunk produce bad odor	structural-verb	produce
reduced	derivational morphology	reduce
horse	has subcomponent	mane
plant grow	instrument	specific climate
kg	synonym	kilogram
sound reflect	at location	surface
reproduce	instrument	genetic information
maine	instance of	state
increase	patient	strength
change height	at location	slope
taste	patient	flavor
sunlight refract	structural-agent	sunlight
same inherited characteristic	structural-adjective	same
show	patient	change
complete rotation	structural-patient	rotation
puerto rico (us)	at location	northern hemisphere
move	agent	bike
attract	instrument	magnetism
aquatic animal	has subcomponent	webbed feet
hebei	at location	people's republic of china
winter	kind of	season
create peate	at location	bottom of swamp
pollinator	agent	pollinate
heat	result	hot
cape verde	at location	southern hemisphere
observe distant object	instrument	telescope
scavenge	synonym	find food
predict weather	instrument	study weather
solid melt	instrument	melting point
compare	patient	density
chimpanzee dig	structural-agent	chimpanzee
shiver	kind of	shake
discover	patient	color
plastic spoon	structural-adjective	plastic
carbonated beverage	has subcomponent	carbon dioxide
paper clip	has subcomponent	magnetic metals
bicycle	has subcomponent	wheel
measure	patient	earthquake
same	synonym	identical
reflect	agent	light colour
iron melting point	structural-noun-compound	point
be extinct	structural-patient	extinct
meadow voles	derivational morphology	meadow vole
georgia (country)	structural-noun-compound	country
zoo exhibit	structural-noun-compound	zoo
excrete	derivational morphology	excretion
anchor	synonym	provide support
incandescent light bulb	causes	light
anglesey	at location	wales
liquid carry	structural-agent	liquid
energy level decrease	structural-verb	decrease
physical state	structural-noun-compound	state
jiangsu	at location	people's republic of china
have oxygen	structural-verb	have
identify boiling point	instrument	heat liquid
grow	result	increase strength
scientific guess	structural-noun	guess
earth rotate	structural-verb	rotate
decrease occurrence	structural-verb	decrease
measure time	kind of	tool
gravitational	derivational morphology	gravity
material	has property	raw
electrical component	structural-adjective	electrical
grams	kind of	mass
physical fitness	structural-noun-compound	fitness
born	agent	plant
earth's surface change	structural-agent	earth's surface
vehicle operate	structural-agent	vehicle
small animal	structural-noun	animal
inclined plane	structural-adjective	inclined
rotting meat smell	structural-noun-compound	meat
years	kind of	time
different size	structural-noun	size
tree	has property	age
railroad tracks	structural-noun	tracks
detect carbon monoxide	structural-verb	detect
breathe oxygen	structural-verb	breathe
lizard weight	synonym	0.5 kg
snow melt	result	water
shape	has property	definite
juice	kind of	solution
fox eat	structural-verb	eat
warm body temperature	structural-noun	body temperature
qinghai	at location	people's republic of china
marsh willow herb	kind of	plant
light travel	at location	vacuum
transport mineral	kind of	function
stirlingshire	structural-noun-compound	stirlingshire
land feature	structural-noun-compound	land
lancashire	instance of	county
absorb	patient	air
large canopy	structural-adjective	large
renew soil	instrument	crop rotation
earth surface	has subcomponent	ocean
candle	kind of	object
cat	kind of	mammal
ice	kind of	water
monkey birth	structural-verb	birth
