subj	rel	obj
herbivore eat plant	has positive impact on	herbivore
event	kind of	action
individual	synonym	unique
magnet	has subcomponent	south pole
add salt	goal	liquid
loosen	derivational morphology	loose
decrease	agent	visibility
dangerous object	causes	harm
stream	kind of	body of water
contract	kind of	change
raccoon eat trash	has positive impact on	raccoon
eritrea	at location	southern hemisphere
disturb	patient	animal
vehicle	has subcomponent	windshield wiper
peach tree	kind of	tree
sugar dissolve	at location	water
warm	synonym	medium heat energy
rain	derivational morphology	rain
georgia	at location	united states of america
count	instrument	see
inheritance	derivational morphology	inherit
pour	derivational morphology	pouring
dark	antonym	light
composed of	synonym	made of
precipitate	instrument	low pressure system
life cycle	has subcomponent	metamorphosis
identify pure substance	instrument	melting point
data	derivational morphology	data
automobile	kind of	technology
surfaces	derivational morphology	surface
day	has subcomponent	nighttime
object	has property	medium
inverness-shire	instance of	county
winter	has subcomponent	cold temperature
keep	kind of	store
stop	patient	vehicle
diameter	kind of	length
adjust	patient	temperature
shed fur	result	less dense
waste	at location	landfill
amount	has property	big
generate	patient	heat
magma	at location	underground
lack	similar to	low
structure	has property	crystal
excretory system	kind of	body system
digest	agent	digestive system
metal	has property	magnetic
environment	has property	cold
cell respire	result	energy
coal	kind of	sedimentary rock
carpet	kind of	material
race	has subcomponent	start
bright	has property	less
thickness	kind of	inherited characteristic
made of	similar to	contains
digestive system	has subcomponent	small intestine
child	kind of	animal
niue (new zealand)	at location	southern hemisphere
fur	has property	color
transfer	kind of	add
kilograms	kind of	weight
reach	goal	destination
something form	kind of	process
transfer	synonym	get something to
louis pasteur invent	patient	pasteurization
property	has property	intensive
windmill	has positive impact on	environment
mimicry	has positive impact on	prey
tlaxcala	instance of	state
landfill	has negative impact on	community
substance	at location	source
mine	at location	ground
environment	has subcomponent	soil
used for	instrument	required object
control animal	agent	brain
size	has property	big
flower	has subcomponent	seed
heat	patient	object
form	patient	rust
producer	derivational morphology	produce
guangdong	at location	people's republic of china
united kingdom	at location	northern hemisphere
plasma	at location	star
kenya	at location	equator
eat	agent	organism
erode	agent	rock
nunavut	instance of	territory
beijing municipality	at location	people's republic of china
water	at location	outside
offspring	has subcomponent	inherited characteristic
refract	patient	light
wire	has subcomponent	metal
point	patient	north
manage number	instrument	replace
screw	kind of	simple machine
produce seed	instrument	flower
54k	kind of	kelvin
mountain	has subcomponent	rock
mexico city	synonym	mexico, d.f.
exercise	kind of	habit
cloud	causes	rain
sound	has property	sound intensity
girl	has property	young
sedimentary	kind of	rock
move	patient	heavy object
squirrel eat edible plant	has positive impact on	squirrel
avoid predator	has positive impact on	prey
moon	kind of	celestial object
value	has property	above
taiwan	at location	northern hemisphere
earthquake	kind of	natural event
metal	kind of	material
storm	kind of	weather
kill	patient	bacteria
l	has property	p
water flow	at location	slope
weathered	derivational morphology	weather
weathering process	has subcomponent	water
absorb	patient	visible light
temperature rise	synonym	become warm
summer	has property	southern
poor health	synonym	unhealthy
material	has property	similar
earth	has subcomponent	ground
die	result	death
escape predator	agent	animal
brazil	at location	equator
far	kind of	distance
alternative fuel	kind of	resource
provide	patient	energy
iron	kind of	metal
snow	has property	white
eat	agent	consumer
detect	patient	carbon monoxide
hair	kind of	object
release	patient	ink
describe	patient	weather
pole	has property	little daylight
mammal	kind of	animal
thick feather	causes	warmth
low	synonym	low altitude
fruit tree	kind of	crop
receive	patient	warning
dig	instrument	stick
weathering	kind of	process
damage	synonym	harm
iraq	at location	northern hemisphere
apply	patient	force
togo	at location	southern hemisphere
material	has property	natural
carbohydrate	has property	simple
united states virgin islands (us)	at location	northern hemisphere
loss	kind of	change
recycle	patient	recyclable material
landfill	causes	pollution
franklinite	has property	magnetic
amount	has property	above
drop	synonym	decrease
food	at location	esophagus
altitude	at location	sky
generate	synonym	create
acquired characteristic	synonym	learned characteristic
place	has property	specific
oil leak	instrument	offshore oil platform
weight	has property	greatest
mountain	has property	very tall
ashmore and cartier islands (australia)	at location	southern hemisphere
attract pollinator	agent	plant
run	kind of	movement
move	agent	water
scientist	kind of	human
fan	kind of	device
point	agent	compass
limestone	kind of	sedimentary rock
society	has subcomponent	human
plant	kind of	action
zambia	at location	southern hemisphere
arctic ocean	kind of	ocean
length	kind of	measure
oxygen	at location	respiratory system
plant grow	instrument	soil
role	synonym	niche
soil erosion	at location	field
change	agent	earth
scratch	patient	glass
eat	patient	fruit
goslarite	has property	magnetic
consumer	kind of	living entity
bike	has property	emission-free
eat food	agent	consumer
oxygen melting point	synonym	-219c
cellular respiration	synonym	cellular digestion
baja california sur	at location	mexico
rain	causes	water
poisonous animal	has property	dangerous
planet	has property	third
decompose	instrument	eat
sandbar	at location	downstream
structure	has property	geologic
produce	agent	green plant
transfer	synonym	bring
shelter	beneficiary	bird
weather	instrument	material
winter	causes	dormant plant
safe	antonym	danger
body	has property	tube-like
volcanic eruption	kind of	change
north carolina	at location	united states of america
moth	kind of	insect
skid	has negative impact on	speed
pant	synonym	breathe
flower	has subcomponent	pollen
light	has property	low
metallic	similar to	shiny
uneven	instance of	flatness
ride vehicle	synonym	use vehicle
hainan	instance of	province
devon	at location	england
chongqing municipality	at location	people's republic of china
warwickshire	at location	england
cause	synonym	make
toy	has property	remote-control
arizona mountain king snake	kind of	snake
emission-free	antonym	polluting
northern hemisphere	kind of	hemisphere
medium	instance of	size
produce	patient	offspring
dog	has property	young
goggles	derivational morphology	goggle
turkey	at location	northern hemisphere
fragrance	synonym	smell
earthquake	at location	ground
number	has property	lower
catch	patient	fish
beijing	instance of	municipality
tear	synonym	rip
consume	similar to	eat
reproduce	agent	female
cell	has property	unspecialized
sense	patient	prey
animal	has property	aquatic
blend in	derivational morphology	blending in
1 week	instance of	duration
phase change	kind of	physical change
tooth	kind of	bone
long ago	has subcomponent	history
break down food	instrument	digestive system
deposit	result	deposition
cobalt	has property	magnetic
survive	instrument	compete
surface	has property	rough
near	antonym	away
flexible	synonym	high flexibility
baby	kind of	animal
do	patient	job
distance	has property	vertical
change	patient	volume
charge	has property	same
ounce	kind of	mass
angus	at location	scotland
perthshire	instance of	county
survive	beneficiary	organism
can	patient	see
measure	kind of	scientific skill
yunnan	instance of	province
make	patient	object
increase bad thing	has negative impact on	object
create	patient	heat
water vapour condense	result	water bead
river flow	result	valley
burn	patient	wood
skill	kind of	learned characteristic
qatar	at location	northern hemisphere
oil	kind of	pollutant
bat	has subcomponent	fur
colima	instance of	state
kinetic energy	antonym	potential energy
circuit	kind of	electrical component
boil	result	gas
water absorb	patient	light energy
sudan	at location	southern hemisphere
v	has property	o
west virginia	instance of	state
action	has property	fast
transport energy	instrument	carbohydrate
thermal conductor	has subcomponent	heat
metamorphoze	agent	amphibian
solar panel	causes	electricity
capture	patient	food
identify	kind of	determine
mauritius	at location	southern hemisphere
affect	patient	organism niche
earth orbit	at location	sun
baja california sur	instance of	state
new york state	instance of	state
find	patient	mate
bubble	has subcomponent	gas
body	has subcomponent	body part
hide	instrument	reduce visibility
pull bone	result	move bone
lots	derivational morphology	lot
electrical energy	synonym	electricity
increase	patient	water
destroy	result	not exist
circulatory system	has subcomponent	blood
weather	has property	wind speed
coral	at location	water
life cycle	has subcomponent	growth
alps	kind of	mountain range
push	instrument	mechanical energy
transfer	kind of	supply
respire	agent	cell
gravity	synonym	gravitational energy
towards	synonym	closer
